2019-11-01,105.54459576326468
2019-12-01,113.34175988972379
2020-01-01,118.57811295443057
2020-02-01,108.4078431235808
2020-03-01,113.7277117744805
2020-04-01,106.33300645338643
2020-05-01,120.76803514580256
2020-06-01,138.55369081279636
2020-07-01,174.69996554528595
2020-08-01,171.89382101686328
2020-09-01,147.92959601967044
2020-10-01,131.20386795940968
2020-11-01,115.15002803148889
2020-12-01,118.88179096308939
2021-01-01,127.3305932077324
2021-02-01,118.604770042688
2021-03-01,122.13436290931021
2021-04-01,113.7741637866516
2021-05-01,127.15074092232213
2021-06-01,146.66721371579513
2021-07-01,182.96871598396123
2021-08-01,181.28926512074037
2021-09-01,154.7944993987741
2021-10-01,138.89542565498917
2021-11-01,123.57227401005251
2021-12-01,129.3467145389902
2022-01-01,136.18141024287723
2022-02-01,126.72981984497231
2022-03-01,131.15894392012044
2022-04-01,123.28386103728207
2022-05-01,137.19226131768252
2022-06-01,155.83907852562274
2022-07-01,192.06258617599684
2022-08-01,189.81702381618285
2022-09-01,164.59373794858217
2022-10-01,148.2793086041255
2022-11-01,132.58901985336408
2022-12-01,137.33710924065164
2023-01-01,144.98281893278173
2023-02-01,135.8958930499374
2023-03-01,139.87304424110076
2023-04-01,131.75421285481528
2023-05-01,145.39539656904483
2023-06-01,164.47917554180253
2023-07-01,200.74187188542984
2023-08-01,198.78075440550077
2023-09-01,172.9186086376252
2023-10-01,156.81287629831837
2023-11-01,141.30705698612024
2023-12-01,146.57084041751753
2024-01-01,153.80905303927153
2024-02-01,144.538900080557
2024-03-01,148.7431467704321
2024-04-01,140.74678774899897
2024-05-01,154.52223544566746
2024-06-01,173.38646131377476
2024-07-01,209.62946714907062
2024-08-01,207.52542925479625
2024-09-01,181.98428107947078
2024-10-01,165.77368813426816
2024-11-01,150.17518144937333
2024-12-01,155.17985244222155
2025-01-01,162.62281352057076
2025-02-01,153.44472370468142
2025-03-01,157.53486539542607
2025-04-01,149.47696966734637
2025-05-01,163.1849559141563
2025-06-01,182.15949707674253
2025-07-01,218.41239648301968
2025-08-01,216.38016949581794
2025-09-01,190.67773485631068
2025-10-01,174.519829522322
2025-11-01,158.9678939612097
2025-12-01,164.10275698667442
2026-01-01,171.4428414224028
2026-02-01,162.21849412940975
2026-03-01,166.36596831199338
2026-04-01,158.33899193677723
2026-05-01,172.0808744462657
2026-06-01,190.99998726856336
2026-07-01,227.24791561238166
2026-08-01,225.17960696114181
2026-09-01,199.55821132046816
2026-10-01,183.37383289535325
2026-11-01,167.79849749554376
2026-12-01,172.8679450378625
2027-01-01,180.25972023489345
2027-02-01,171.05861518762802
2027-03-01,175.17728244110674
2027-04-01,167.1347705191641
2027-05-01,180.85962172224006
2027-06-01,199.80658472543658
2027-07-01,236.05701079853952
2027-08-01,234.00683151695713
2027-09-01,208.34471752235794
2027-10-01,192.1736406028082
2027-11-01,176.61006254116415
2027-12-01,181.71237834238647
2028-01-01,189.07818131932967
2028-02-01,179.8653981170872
2028-03-01,183.99853952192126
2028-04-01,175.96383349466072
2028-05-01,189.6972421425756
2028-06-01,208.6302117162005
2028-07-01,244.8793827957018
2028-08-01,242.8200943432167
2028-09-01,217.17843944078635
2028-10-01,201.00067912905334
2028-11-01,185.43119354802317
2028-12-01,190.516994567249
2029-01-01,197.8958473851945
2029-02-01,188.68893191644327
2029-03-01,192.81480072874604
2029-04-01,184.77617259994247
2029-05-01,198.50528152707273
2029-06-01,217.4452821527359
2029-07-01,253.695083808557
2029-08-01,251.64037229372076
2029-09-01,225.98843764242974
2029-10-01,209.8140354265797
2029-11-01,194.2475181011875
2029-12-01,199.34161703559013
2030-01-01,206.71391291117143
2030-02-01,197.5040491773568
2030-03-01,201.63357213150368
2030-04-01,193.59691467757344
2030-05-01,207.32818401580462
2030-06-01,226.26465186256524
2030-07-01,262.51413668291036
2030-08-01,260.4571254683029
2030-09-01,234.81035591601847
2030-10-01,218.63426641208926
2030-11-01,203.0662576753353
2030-12-01,208.1561872906215
2031-01-01,215.53177772689207
2031-02-01,206.3233953600988
2031-03-01,210.4510822767447
2031-04-01,202.41343464971115
2031-05-01,216.1436184811481
2031-06-01,235.0818613861371
2031-07-01,271.3315054016751
2031-08-01,269.2756496799853
2031-09-01,243.62628490401306
2031-10-01,227.45104318441201
2031-11-01,211.88378381298278
2031-12-01,216.97580831855458
2032-01-01,224.34974339024632
2032-02-01,215.14061670494542
2032-03-01,219.2692261456336
2032-04-01,211.23207603485085
2032-05-01,224.96280528331508
2032-06-01,243.9001563035298
2032-07-01,280.1497203308362
2032-08-01,278.0932840273246
2032-09-01,252.44522323138864
2032-10-01,236.26955553931973
2032-11-01,220.70191964642612
2032-12-01,225.79289156638714
2033-01-01,233.1676583823226
2033-02-01,223.9589056826936
2033-03-01,228.0870515976596
2033-04-01,220.04965150793984
2033-05-01,233.78010670953933
2033-06-01,252.7179058606592
2033-07-01,288.9675100783575
2033-08-01,286.9113654903957
2033-09-01,261.2626495047191
2033-10-01,245.0871958441407
2033-11-01,229.51974913589237
2033-12-01,234.6112499315065
2034-01-01,241.98559883437568
2034-02-01,232.77665822422003
2034-03-01,236.90503703945234
2034-04-01,228.8677625526025
2034-05-01,242.59835545009398
2034-06-01,261.53592943613205
2034-07-01,297.7855134600147
2034-08-01,295.72922229846273
2034-09-01,270.0808355153692
2034-10-01,253.9052743138524
2034-11-01,238.33773254905776
2034-12-01,243.42896760908366
2035-01-01,250.80352649396627
2035-02-01,241.59468030017112
2035-03-01,245.72294209377668
2035-04-01,237.685604497286
2035-05-01,251.41612820895156
