Date,Solar_proj
2037-07-01,23.48268919335575
2037-08-01,23.014337678037474
2037-09-01,22.505051228055972
2037-10-01,21.397920832617334
2037-11-01,20.15333571465862
2037-12-01,19.572164380799716
2038-01-01,19.95783385890833
2038-02-01,20.32073941773612
2038-03-01,22.204126472161676
2038-04-01,23.159625812767857
2038-05-01,23.603836204672543
2038-06-01,24.479942848377565
2038-07-01,24.33847103589631
2038-08-01,23.87011952058483
2038-09-01,23.36083307060344
2038-10-01,22.25370267516327
2038-11-01,21.009117557204565
2038-12-01,20.427946223343305
2039-01-01,20.81361570145292
2039-02-01,21.176521260279344
2039-03-01,23.059908314707556
2039-04-01,24.015407655313364
2039-05-01,24.459618047216694
2039-06-01,25.335724690922213
2039-07-01,25.19425287844339
2039-08-01,24.725901363130117
2039-09-01,24.216614913148696
2039-10-01,23.109484517708932
2039-11-01,21.86489939975022
2039-12-01,21.28372806588958
2040-01-01,21.66939754399893
2040-02-01,22.03230310282572
2040-03-01,23.915690157253227
2040-04-01,24.871189497859135
2040-05-01,25.315399889762823
2040-06-01,26.19150653346821
2040-07-01,26.050034720988744
2040-08-01,25.581683205675944
2040-09-01,25.072396755694534
2040-10-01,23.965266360254663
2040-11-01,22.720681242295953
2040-12-01,22.13950990843515
2041-01-01,22.525179386544576
2041-02-01,22.888084945371265
2041-03-01,24.77147199979896
2041-04-01,25.72697134040484
2041-05-01,26.171181732308433
2041-06-01,27.047288376013856
2041-07-01,26.90581656353456
2041-08-01,26.437465048221636
2041-09-01,25.928178598240223
2041-10-01,24.82104820280038
2041-11-01,23.576463084841674
2041-12-01,22.99529175098091
2042-01-01,23.380961229090314
2042-02-01,23.74386678791703
2042-03-01,25.62725384234468
2042-04-01,26.58275318295057
2042-05-01,27.026963574854186
2042-06-01,27.9030702185596
2042-07-01,27.761598406080257
2042-08-01,27.29324689076736
2042-09-01,26.78396044078595
2042-10-01,25.6768300453461
2042-11-01,24.432244927387394
2042-12-01,23.851073593526625
2043-01-01,24.23674307163603
2043-02-01,24.59964863046274
2043-03-01,26.483035684890403
2043-04-01,27.43853502549629
2043-05-01,27.8827454173999
2043-06-01,28.758852061105316
2043-07-01,28.617380248625985
2043-08-01,28.149028733313084
2043-09-01,27.639742283331675
2043-10-01,26.53261188789183
2043-11-01,25.288026769933122
2043-12-01,24.706855436072352
2044-01-01,25.09252491418176
2044-02-01,25.45543047300847
2044-03-01,27.338817527436124
2044-04-01,28.29431686804201
2044-05-01,28.73852725994562
2044-06-01,29.614633903651036
2044-07-01,29.4731620911717
2044-08-01,29.0048105758588
2044-09-01,28.49552412587739
2044-10-01,27.388393730437542
2044-11-01,26.143808612478836
2044-12-01,25.562637278618066
2045-01-01,25.948306756727472
2045-02-01,26.311212315554183
2045-03-01,28.194599369981837
2045-04-01,29.150098710587724
2045-05-01,29.594309102491337
2045-06-01,30.470415746196753
2045-07-01,30.328943933717422
2045-08-01,29.860592418404522
2045-09-01,29.351305968423112
2045-10-01,28.244175572983263
2045-11-01,26.999590455024556
2045-12-01,26.418419121163787
2046-01-01,26.804088599273193
2046-02-01,27.166994158099904
2046-03-01,29.05038121252756
2046-04-01,30.005880553133448
2046-05-01,30.45009094503706
2046-06-01,31.326197588742478
2046-07-01,31.184725776263146
2046-08-01,30.716374260950246
2046-09-01,30.207087810968837
2046-10-01,29.099957415528987
2046-11-01,27.85537229757028
2046-12-01,27.27420096370951
2047-01-01,27.659870441818917
2047-02-01,28.022776000645628
2047-03-01,29.906163055073286
2047-04-01,30.861662395679172
2047-05-01,31.305872787582786
2047-06-01,32.1819794312882
2047-07-01,32.04050761880887
2047-08-01,31.572156103495967
2047-09-01,31.062869653514557
2047-10-01,29.955739258074708
2047-11-01,28.711154140116
2047-12-01,28.12998280625523
2048-01-01,28.515652284364638
2048-02-01,28.87855784319135
2048-03-01,30.761944897619006
2048-04-01,31.717444238224893
2048-05-01,32.1616546301285
2048-06-01,33.037761273833915
2048-07-01,32.896289461354584
2048-08-01,32.42793794604168
2048-09-01,31.91865149606027
2048-10-01,30.81152110062042
2048-11-01,29.566935982661715
2048-12-01,28.985764648800945
2049-01-01,29.37143412691035
2049-02-01,29.734339685737062
2049-03-01,31.61772674016472
2049-04-01,32.57322608077061
2049-05-01,33.01743647267422
2049-06-01,33.89354311637963
2049-07-01,33.7520713039003
2049-08-01,33.2837197885874
2049-09-01,32.77443333860599
2049-10-01,31.66730294316614
2049-11-01,30.42271782520743
